claim_id,npi,provider_name,specialty,state,cpt_code,cpt_desc,icd10_code,diagnosis,place_of_service,year,tot_benes,tot_srvcs,avg_submitted_chrg,avg_allowed_amt,avg_paid_amt,avg_standardized_amt,payment_to_charge_ratio,is_anomaly
5F8F4A42,2529448531,Miller,Internal Medicine,AZ,74177,CT abdomen and pelvis with contrast,J06.9,Acute upper respiratory infection,Outpatient Hospital,2022,263,289,4541.48,2629.37,2413.26,2530.48,0.5314,False
BBAD2DAF,2577597570,Rivera,Physical Therapy,CA,99213,"Office visit - established patient, low complexity",M54.5,Low back pain,Emergency Dept,2020,489,653,149.88,95.85,84.29,92.12,0.5624,False
14F3B8FE,9668408468,Lyons,Radiology,MD,93306,Echocardiography with doppler,I10,Essential hypertension,Emergency Dept,2020,318,328,2210.94,1068.49,1000.95,959.09,0.4527,False
75A0EC84,9461707005,Dunn,Pulmonology,IN,97110,Therapeutic exercise,M54.5,Low back pain,Office,2020,150,255,79.21,46.75,41.53,39.84,0.5243,False
4B9593D5,9583635766,Floyd,Neurology,NC,36415,Routine venipuncture,N39.0,Urinary tract infection,Emergency Dept,2020,335,791,33.04,12.8,11.76,12.63,0.3559,False
CEAD6357,3658101905,Gomez,Psychiatry,MI,45378,"Colonoscopy, diagnostic",N39.0,Urinary tract infection,Office,2023,11,28,1949.42,761.94,665.76,606.51,0.3415,False
5A263B1A,8528802570,Harris,Gastroenterology,TX,99285,Emergency dept visit - high complexity,E11.9,Type 2 diabetes mellitus,Office,2022,299,883,1062.48,645.85,520.14,497.67,0.4896,False
E135C1DE,0564372158,Pratt,General Surgery,TN,99291,"Critical care, first 30-74 minutes",J18.9,"Pneumonia, unspecified",Office,2021,237,304,580.86,293.73,256.35,260.54,0.4413,False
E004D2D0,6060566452,Roberts,Internal Medicine,IL,45378,"Colonoscopy, diagnostic",J18.9,"Pneumonia, unspecified",Office,2020,69,151,1094.75,588.48,467.69,443.67,0.4272,False
4C45AADD,9777408967,Russell,General Surgery,NY,99232,"Subsequent hospital care, per day",F32.1,Major depressive disorder,Emergency Dept,2023,415,1323,202.3,74.04,62.76,66.71,0.3102,False
34EB480B,6823886586,Lopez,General Surgery,MI,99232,"Subsequent hospital care, per day",N39.0,Urinary tract infection,Office,2023,41,115,259.76,108.79,88.93,89.81,0.3424,False
C42AF6BD,6269156317,Sandoval,Internal Medicine,MD,45378,"Colonoscopy, diagnostic",J18.9,"Pneumonia, unspecified",Inpatient Hospital,2023,164,249,1746.7,1022.4,807.4,806.55,0.4622,False
B6D3D04F,3453703521,Chambers,Cardiology,OH,36415,Routine venipuncture,K21.0,GERD with esophagitis,Outpatient Hospital,2023,183,549,39.38,17.15,15.44,16.34,0.3921,False
8AC315AA,1828622756,Cortez,General Surgery,PA,70553,MRI brain with contrast,N39.0,Urinary tract infection,Emergency Dept,2020,98,322,2132.14,854.24,770.07,762.04,0.3612,False
AF009A7C,0083357507,Stanley,Radiology,MD,71046,"Chest X-ray, 2 views",K21.0,GERD with esophagitis,Outpatient Hospital,2022,262,275,111.46,38.93,35.13,37.64,0.3152,False
FAEDB832,1948108320,Carpenter,Family Practice,MI,36415,Routine venipuncture,E11.9,Type 2 diabetes mellitus,Inpatient Hospital,2022,438,1167,14.39,8.49,7.98,7.19,0.5546,False
EB8ACDC0,2305477880,Buck,Family Practice,CA,93306,Echocardiography with doppler,K21.0,GERD with esophagitis,Emergency Dept,2022,69,189,1419.52,621.78,526.89,552.71,0.3712,False
C76F14E2,0489571176,Campbell,Radiology,VA,99232,"Subsequent hospital care, per day",M17.11,"Primary osteoarthritis, right knee",Office,2023,111,159,192.46,103.72,88.8,87.12,0.4614,False
326DA15C,1783821411,Smith,Orthopedic Surgery,MO,85025,Complete blood count (CBC),M54.5,Low back pain,Inpatient Hospital,2022,449,1442,45.23,23.77,20.16,18.89,0.4457,False
88C78E15,8725817207,Santos,Radiology,TX,80053,Comprehensive metabolic panel,I25.10,Coronary artery disease,Office,2022,171,519,53.93,21.5,16.9,16.2,0.3134,False
A6B01739,9986225208,Hood,General Surgery,NC,97110,Therapeutic exercise,I25.10,Coronary artery disease,Emergency Dept,2022,425,482,117.02,51.86,42.09,38.71,0.3597,False
2A21A7C8,2505118615,Brown,Gastroenterology,OH,74177,CT abdomen and pelvis with contrast,M54.5,Low back pain,Emergency Dept,2020,89,265,3025.74,1836.77,1742.45,1689.96,0.5759,False
B8B611E0,6190342649,Willis,General Surgery,MI,90837,"Psychotherapy, 60 minutes",F32.1,Major depressive disorder,Emergency Dept,2021,248,604,280.68,100.47,88.08,89.81,0.3138,False
EA301EBB,9087365877,King,Physical Therapy,IN,43239,Upper GI endoscopy with biopsy,F32.1,Major depressive disorder,Outpatient Hospital,2020,161,511,1959.25,657.42,611.13,614.79,0.3119,False
C0885BCB,7453117760,Floyd,General Surgery,WI,71046,"Chest X-ray, 2 views",N39.0,Urinary tract infection,Office,2022,342,750,63.95,19.73,17.74,18.44,0.2774,False
3B07FB3A,5329926083,Williams,Cardiology,VA,90837,"Psychotherapy, 60 minutes",I10,Essential hypertension,Inpatient Hospital,2021,134,324,271.24,128.64,105.9,98.31,0.3904,False
1B819BF1,4073384650,Hamilton,Internal Medicine,AZ,99232,"Subsequent hospital care, per day",M17.11,"Primary osteoarthritis, right knee",Emergency Dept,2023,18,59,155.81,72.24,57.56,61.37,0.3694,False
AE38728D,2866922640,Young,Psychiatry,WI,99213,"Office visit - established patient, low complexity",F32.1,Major depressive disorder,Inpatient Hospital,2022,94,246,102.72,55.71,43.48,46.74,0.4233,False
1F779CBC,6289659485,Cruz,Pulmonology,GA,71046,"Chest X-ray, 2 views",J18.9,"Pneumonia, unspecified",Inpatient Hospital,2023,295,701,98.52,42.53,34.33,36.99,0.3485,False
1ACCD672,5374394410,Baker,Internal Medicine,NY,27447,Total knee replacement,J18.9,"Pneumonia, unspecified",Office,2020,10,27,9037.93,4004.34,3755.75,4087.0,0.4156,False
04C2CC68,6401150081,Hill,Gastroenterology,WA,99285,Emergency dept visit - high complexity,E11.9,Type 2 diabetes mellitus,Outpatient Hospital,2021,482,787,968.39,585.04,512.04,525.97,0.5288,False
92C0B240,3876593054,Munoz,Family Practice,NY,36415,Routine venipuncture,M17.11,"Primary osteoarthritis, right knee",Outpatient Hospital,2022,107,125,23.8,13.68,11.49,12.2,0.4828,False
68494D81,8063066804,Newton,Family Practice,TN,93306,Echocardiography with doppler,I10,Essential hypertension,Emergency Dept,2021,171,483,1048.92,486.17,419.61,439.73,0.4,False
3458B8B5,7075453994,Patterson,Pulmonology,IN,71046,"Chest X-ray, 2 views",M17.11,"Primary osteoarthritis, right knee",Inpatient Hospital,2021,390,445,136.86,64.23,54.24,54.23,0.3963,False
BE9EF5EA,0992795696,Everett,General Surgery,NY,45378,"Colonoscopy, diagnostic",M54.5,Low back pain,Outpatient Hospital,2021,468,1176,1093.34,480.99,368.08,356.12,0.3367,False
3896ECE4,3687757827,White,Neurology,MA,97110,Therapeutic exercise,K21.0,GERD with esophagitis,Inpatient Hospital,2022,441,824,148.75,94.38,73.61,69.08,0.4949,False
5DC46C31,6931049690,Jackson,Neurology,NJ,99232,"Subsequent hospital care, per day",E11.9,Type 2 diabetes mellitus,Emergency Dept,2023,49,148,213.06,100.87,82.31,85.5,0.3863,False
02E1F3E3,7258858356,Nash,Radiology,VA,99223,Initial hospital care - high complexity,J18.9,"Pneumonia, unspecified",Office,2022,486,884,865.42,420.41,334.56,326.55,0.3866,False
774CAE82,1200229162,Shepherd,General Surgery,FL,93306,Echocardiography with doppler,E11.9,Type 2 diabetes mellitus,Outpatient Hospital,2022,396,893,990.35,436.29,406.11,365.61,0.4101,False
5A19087C,6187455443,Curry,Gastroenterology,NC,31622,"Bronchoscopy, diagnostic",M54.5,Low back pain,Office,2022,218,582,2759.27,1090.85,871.55,835.73,0.3159,False
D4203518,5186950409,Kirby,Family Practice,MI,70553,MRI brain with contrast,J18.9,"Pneumonia, unspecified",Inpatient Hospital,2021,156,446,2781.17,866.27,657.43,703.18,0.2364,False
853C19EF,1748054781,Kirk,Orthopedic Surgery,GA,29881,Knee arthroscopy with meniscectomy,I10,Essential hypertension,Outpatient Hospital,2023,445,613,3884.27,1739.66,1318.83,1276.36,0.3395,False
4B3A447E,3404137969,Alexander,Cardiology,OH,31622,"Bronchoscopy, diagnostic",J18.9,"Pneumonia, unspecified",Office,2021,94,176,2065.28,738.42,680.69,663.22,0.3296,False
66A46E0E,3160812650,Richard,General Surgery,NC,99291,"Critical care, first 30-74 minutes",M17.11,"Primary osteoarthritis, right knee",Emergency Dept,2022,468,859,998.78,491.65,387.88,351.51,0.3884,False
DC47ED44,2290963108,Miller,General Surgery,IN,99213,"Office visit - established patient, low complexity",M17.11,"Primary osteoarthritis, right knee",Emergency Dept,2022,356,821,151.73,51.74,44.34,43.35,0.2922,False
393690E2,9861888327,Hunt,Psychiatry,NJ,90837,"Psychotherapy, 60 minutes",N39.0,Urinary tract infection,Outpatient Hospital,2020,247,688,254.38,108.71,101.75,102.21,0.4,False
74D759CB,6460709199,Thompson,Cardiology,TN,71046,"Chest X-ray, 2 views",I10,Essential hypertension,Outpatient Hospital,2023,386,713,76.47,25.62,19.92,20.47,0.2605,False
DA8A8A08,8428689011,Clark,General Surgery,GA,80053,Comprehensive metabolic panel,M54.5,Low back pain,Office,2023,89,124,49.12,26.43,20.21,21.54,0.4114,False
39E51DD0,0687798893,Kelly,Pulmonology,CA,70553,MRI brain with contrast,J06.9,Acute upper respiratory infection,Outpatient Hospital,2020,394,915,1535.8,636.31,502.91,502.33,0.3275,False
17E67042,6960430960,Nguyen,Orthopedic Surgery,OH,43239,Upper GI endoscopy with biopsy,I25.10,Coronary artery disease,Emergency Dept,2022,271,457,3220.76,1968.15,1608.29,1472.14,0.4994,False
41E7A98F,6791960409,Scott,Orthopedic Surgery,FL,99285,Emergency dept visit - high complexity,K21.0,GERD with esophagitis,Inpatient Hospital,2020,130,368,1648.81,576.6,479.1,455.84,0.2906,False
D358C2BA,5118833548,Alexander,Pulmonology,NC,97110,Therapeutic exercise,M54.5,Low back pain,Emergency Dept,2022,15,16,137.02,63.99,54.37,56.82,0.3968,False
CBEF0ADC,2336316517,Hunt,Gastroenterology,TN,85025,Complete blood count (CBC),K21.0,GERD with esophagitis,Emergency Dept,2023,349,1044,75.66,36.26,29.95,28.65,0.3958,False
397576E8,2998621650,Richards,Family Practice,CA,99291,"Critical care, first 30-74 minutes",M17.11,"Primary osteoarthritis, right knee",Office,2021,349,1190,923.61,279.73,261.36,277.27,0.283,False
86823199,9191339688,Lopez,Neurology,VA,36415,Routine venipuncture,J06.9,Acute upper respiratory infection,Office,2020,60,197,31.69,13.23,11.94,12.04,0.3768,False
BC71424B,0413786698,Alexander,Radiology,AZ,99291,"Critical care, first 30-74 minutes",F32.1,Major depressive disorder,Inpatient Hospital,2023,90,107,1184.95,611.59,492.04,522.16,0.4152,False
3A9C8639,7453705196,Gonzales,General Surgery,GA,29881,Knee arthroscopy with meniscectomy,K21.0,GERD with esophagitis,Emergency Dept,2023,191,437,3271.33,1331.91,1000.07,999.21,0.3057,False
053282C4,3528049596,Carter,Pulmonology,MO,90837,"Psychotherapy, 60 minutes",J18.9,"Pneumonia, unspecified",Outpatient Hospital,2022,458,525,299.18,149.78,136.56,138.2,0.4564,False
0AD45C27,7365573663,Reed,Neurology,IL,27447,Total knee replacement,I25.10,Coronary artery disease,Emergency Dept,2020,472,1515,23387.11,14344.88,12485.74,11445.34,0.5339,False
30252871,6889163473,Dixon,Physical Therapy,PA,70553,MRI brain with contrast,J06.9,Acute upper respiratory infection,Inpatient Hospital,2020,220,456,3049.28,1628.38,1423.65,1524.06,0.4669,False
0D31402E,9908474977,Johnson,Cardiology,TX,90837,"Psychotherapy, 60 minutes",J06.9,Acute upper respiratory infection,Outpatient Hospital,2020,101,127,122.45,73.4,56.87,60.81,0.4644,False
181D20D9,0876532260,Maxwell,General Surgery,WA,99223,Initial hospital care - high complexity,E11.9,Type 2 diabetes mellitus,Outpatient Hospital,2023,127,232,531.71,324.84,245.36,254.29,0.4615,False
44E867FA,5148170481,Lopez,Emergency Medicine,CA,99214,"Office visit - established patient, moderate complexity",I10,Essential hypertension,Outpatient Hospital,2021,73,172,248.74,124.2,106.97,99.79,0.43,False
6DEE83BB,5402942538,Page,Pulmonology,CA,99291,"Critical care, first 30-74 minutes",I10,Essential hypertension,Office,2023,394,1349,723.59,305.91,247.83,236.61,0.3425,False
A0029A34,4296562531,Clark,Orthopedic Surgery,MO,85025,Complete blood count (CBC),M17.11,"Primary osteoarthritis, right knee",Emergency Dept,2020,331,926,26.12,9.17,7.18,7.58,0.2749,False
6889B984,8785802226,Perez,Physical Therapy,GA,36415,Routine venipuncture,J06.9,Acute upper respiratory infection,Inpatient Hospital,2022,429,1056,21.9,9.72,8.0,8.03,0.3653,False
1DE579B9,8228836028,James,Emergency Medicine,WI,85025,Complete blood count (CBC),I10,Essential hypertension,Emergency Dept,2020,113,158,58.36,35.09,31.37,33.58,0.5375,False
6887EC3C,6887193218,Jones,Orthopedic Surgery,VA,99223,Initial hospital care - high complexity,I25.10,Coronary artery disease,Inpatient Hospital,2021,173,455,657.31,250.15,222.45,232.72,0.3384,False
9BE99C09,3373505982,Johnson,Pulmonology,NY,99291,"Critical care, first 30-74 minutes",K21.0,GERD with esophagitis,Outpatient Hospital,2023,498,885,956.66,603.99,551.22,582.11,0.5762,False
AAA8F1F0,2477982925,Cardenas,Orthopedic Surgery,FL,99223,Initial hospital care - high complexity,N39.0,Urinary tract infection,Inpatient Hospital,2023,123,221,442.34,194.96,159.46,164.88,0.3605,False
BC305169,3796563599,Gonzalez,Cardiology,IN,99232,"Subsequent hospital care, per day",I10,Essential hypertension,Outpatient Hospital,2021,482,1477,171.87,69.94,55.73,58.03,0.3243,False
5ACD1141,0537239831,Williams,Pulmonology,NJ,99223,Initial hospital care - high complexity,M17.11,"Primary osteoarthritis, right knee",Inpatient Hospital,2022,31,39,756.44,436.23,329.89,300.13,0.4361,False
DBFA2658,4702982454,Cooper,Radiology,GA,70553,MRI brain with contrast,M17.11,"Primary osteoarthritis, right knee",Emergency Dept,2021,467,631,3913.69,2354.47,1983.25,1986.62,0.5067,False
A91B8F50,4565970136,Hunter,Cardiology,MO,80053,Comprehensive metabolic panel,J18.9,"Pneumonia, unspecified",Emergency Dept,2021,315,1060,51.66,28.14,21.65,22.69,0.4191,False
3E4E3BDC,9850443655,Horton,General Surgery,FL,99223,Initial hospital care - high complexity,M54.5,Low back pain,Office,2021,328,447,784.14,355.57,286.42,268.79,0.3653,False
2BD43660,3934064062,Reeves,Emergency Medicine,TX,99232,"Subsequent hospital care, per day",N39.0,Urinary tract infection,Office,2023,79,97,216.47,119.36,108.5,112.96,0.5012,False
80094E23,3641186973,Shaw,Internal Medicine,FL,93306,Echocardiography with doppler,N39.0,Urinary tract infection,Inpatient Hospital,2020,456,629,955.11,609.32,495.82,451.63,0.5191,False
9DE70125,4680594589,Brown,Emergency Medicine,IL,90837,"Psychotherapy, 60 minutes",I10,Essential hypertension,Outpatient Hospital,2020,100,152,162.1,87.67,75.51,78.84,0.4658,False
8BAC64FA,3497993901,Carpenter,Neurology,IL,99214,"Office visit - established patient, moderate complexity",M17.11,"Primary osteoarthritis, right knee",Inpatient Hospital,2021,98,333,237.98,120.24,111.17,100.72,0.4671,False
20FFA9BE,1209799145,Ortega,Pulmonology,NY,99291,"Critical care, first 30-74 minutes",I10,Essential hypertension,Inpatient Hospital,2020,485,1679,493.71,190.17,175.19,172.55,0.3548,False
7A8AD97A,7029922525,Davis,Emergency Medicine,MA,36415,Routine venipuncture,K21.0,GERD with esophagitis,Office,2023,214,252,21.41,11.48,8.83,9.03,0.4124,False
EE6F5962,8521196775,Lopez,Pulmonology,NC,36415,Routine venipuncture,I25.10,Coronary artery disease,Office,2023,347,802,16.79,5.23,4.17,3.84,0.2484,False
464E3A80,9449450094,Perry,Emergency Medicine,MD,93306,Echocardiography with doppler,K21.0,GERD with esophagitis,Office,2022,26,59,2418.0,955.25,863.32,782.6,0.357,False
74B04542,3920495123,West,Gastroenterology,CA,36415,Routine venipuncture,J06.9,Acute upper respiratory infection,Outpatient Hospital,2023,466,992,37.82,23.93,22.15,23.26,0.5857,True
0475E074,8083878051,Hunt,Gastroenterology,AZ,99232,"Subsequent hospital care, per day",J18.9,"Pneumonia, unspecified",Inpatient Hospital,2023,469,988,153.61,58.38,46.63,48.01,0.3036,False
A084A177,5354622097,Arnold,Radiology,MD,99285,Emergency dept visit - high complexity,J06.9,Acute upper respiratory infection,Office,2022,107,290,1007.62,618.25,515.81,565.93,0.5119,False
0D4B79A5,9549722758,Hopkins,Gastroenterology,CA,29881,Knee arthroscopy with meniscectomy,M54.5,Low back pain,Inpatient Hospital,2022,398,1243,3829.14,1355.41,1089.25,1004.82,0.2845,False
46EDD130,0984012934,Bailey,Family Practice,GA,99285,Emergency dept visit - high complexity,I10,Essential hypertension,Outpatient Hospital,2020,160,340,1916.05,825.23,746.64,812.93,0.3897,False
DECC01A6,2312059935,Lopez,Psychiatry,MA,99213,"Office visit - established patient, low complexity",M54.5,Low back pain,Inpatient Hospital,2021,148,437,167.16,89.49,84.75,79.14,0.507,False
D4BC64C2,6136745046,Johnson,Orthopedic Surgery,FL,80053,Comprehensive metabolic panel,E11.9,Type 2 diabetes mellitus,Emergency Dept,2023,62,209,38.5,17.65,14.94,14.27,0.3881,False
B2916292,9360267998,Barton,Physical Therapy,TX,31622,"Bronchoscopy, diagnostic",N39.0,Urinary tract infection,Inpatient Hospital,2023,478,644,3658.35,1809.07,1453.38,1356.18,0.3973,False
EC266F9E,6214504601,Skinner,Radiology,MD,45378,"Colonoscopy, diagnostic",F32.1,Major depressive disorder,Office,2022,244,685,2675.19,1591.76,1293.36,1205.9,0.4835,False
FB84BECF,5715492265,Reeves,Family Practice,AZ,74177,CT abdomen and pelvis with contrast,J06.9,Acute upper respiratory infection,Outpatient Hospital,2021,327,752,4020.06,2375.21,1785.65,1946.92,0.4442,False
DAC9C4F5,3277430223,Bentley,Family Practice,VA,74177,CT abdomen and pelvis with contrast,N39.0,Urinary tract infection,Emergency Dept,2023,451,1033,2638.81,955.86,802.35,790.92,0.3041,False
9A469648,8454988885,Howe,Gastroenterology,WI,99214,"Office visit - established patient, moderate complexity",E11.9,Type 2 diabetes mellitus,Outpatient Hospital,2022,71,159,285.03,149.85,129.36,129.21,0.4538,False
87518B17,9004836348,Carter,Orthopedic Surgery,VA,90837,"Psychotherapy, 60 minutes",J18.9,"Pneumonia, unspecified",Inpatient Hospital,2022,37,42,293.54,123.53,111.79,105.5,0.3808,False
E2B3F79F,9636432496,Finley,Gastroenterology,TN,36415,Routine venipuncture,M17.11,"Primary osteoarthritis, right knee",Outpatient Hospital,2023,307,798,26.38,8.98,7.69,8.37,0.2915,False
F29FBAC5,9988025543,Peterson,Radiology,WI,74177,CT abdomen and pelvis with contrast,J18.9,"Pneumonia, unspecified",Office,2023,171,516,2789.04,1182.49,1036.21,1054.33,0.3715,False
2AE55A80,4347950696,Tran,Family Practice,MA,45378,"Colonoscopy, diagnostic",M54.5,Low back pain,Inpatient Hospital,2022,63,115,3168.14,1166.28,933.02,844.48,0.2945,False
94F8C3E1,4234539059,Reid,Family Practice,OH,74177,CT abdomen and pelvis with contrast,I25.10,Coronary artery disease,Outpatient Hospital,2020,264,906,1652.37,743.56,674.67,710.89,0.4083,False
366E8306,5228941345,Miller,Gastroenterology,MD,99213,"Office visit - established patient, low complexity",M54.5,Low back pain,Office,2020,494,846,88.56,34.07,27.9,26.74,0.315,False
40EB480D,1515815088,Gilbert,Psychiatry,MO,29881,Knee arthroscopy with meniscectomy,K21.0,GERD with esophagitis,Inpatient Hospital,2020,154,181,5400.74,1706.13,1442.04,1316.49,0.267,False
03D0D82B,4377564819,Peterson,Psychiatry,VA,27447,Total knee replacement,I25.10,Coronary artery disease,Inpatient Hospital,2021,258,713,10230.11,3418.46,2869.4,3102.7,0.2805,False
C9DD2BA8,8744691753,Rice,General Surgery,MA,43239,Upper GI endoscopy with biopsy,N39.0,Urinary tract infection,Office,2023,196,364,2922.3,1731.18,1598.5,1500.61,0.547,False
6CBC2BF8,4272956068,Lee,General Surgery,IN,45378,"Colonoscopy, diagnostic",M17.11,"Primary osteoarthritis, right knee",Office,2021,154,443,1009.36,588.88,517.65,551.12,0.5128,False
3F1492D2,4467435843,Carlson,Pulmonology,CA,93306,Echocardiography with doppler,K21.0,GERD with esophagitis,Office,2022,480,914,2013.91,1080.25,1003.62,952.14,0.4983,False
34395B67,0141115974,Hood,Internal Medicine,NC,74177,CT abdomen and pelvis with contrast,M54.5,Low back pain,Inpatient Hospital,2022,288,385,2821.19,1292.17,1080.64,1062.36,0.383,False
9157458D,8050340409,Schultz,Emergency Medicine,WA,97110,Therapeutic exercise,N39.0,Urinary tract infection,Inpatient Hospital,2020,212,556,68.4,35.27,29.39,27.2,0.4297,False
F4A85776,6730012859,Garcia,Gastroenterology,PA,80053,Comprehensive metabolic panel,M17.11,"Primary osteoarthritis, right knee",Outpatient Hospital,2023,282,498,34.12,20.96,15.96,14.4,0.4678,False
892ED6F2,2489829175,Richardson,Internal Medicine,CA,93306,Echocardiography with doppler,J06.9,Acute upper respiratory infection,Inpatient Hospital,2020,30,92,959.18,557.38,443.5,407.16,0.4624,False
19C6692C,0263470784,Smith,Internal Medicine,WA,99291,"Critical care, first 30-74 minutes",J06.9,Acute upper respiratory infection,Office,2022,499,1481,1027.16,449.39,343.41,343.69,0.3343,False
8CD2DE6F,3679349939,Montgomery,Family Practice,GA,99223,Initial hospital care - high complexity,M54.5,Low back pain,Outpatient Hospital,2022,54,129,674.41,230.38,176.79,188.03,0.2621,False
36FEC964,2355355575,Barnes,Pulmonology,GA,99291,"Critical care, first 30-74 minutes",I10,Essential hypertension,Outpatient Hospital,2023,451,1566,808.8,350.27,279.6,255.04,0.3457,False
FC8F8A02,4655757846,Lucero,Neurology,TN,70553,MRI brain with contrast,I10,Essential hypertension,Outpatient Hospital,2020,268,388,2433.71,958.33,771.75,714.4,0.3171,False
D63097CD,4283716540,Marsh,Emergency Medicine,AZ,29881,Knee arthroscopy with meniscectomy,J18.9,"Pneumonia, unspecified",Inpatient Hospital,2020,410,1339,2918.49,1577.1,1398.08,1459.7,0.479,False
B3C0E76F,5434882426,Reynolds,Radiology,CA,99232,"Subsequent hospital care, per day",I25.10,Coronary artery disease,Inpatient Hospital,2022,8,20,222.54,139.85,119.14,123.36,0.5354,False
15870F08,0091409040,Brown,Emergency Medicine,TN,99285,Emergency dept visit - high complexity,N39.0,Urinary tract infection,Emergency Dept,2020,439,674,1783.74,966.52,799.46,771.77,0.4482,False
7EAD3980,7086787360,Huang,Orthopedic Surgery,NY,93306,Echocardiography with doppler,J06.9,Acute upper respiratory infection,Inpatient Hospital,2023,116,396,1018.28,315.85,276.66,289.89,0.2717,False
84ACAB3B,7144485434,Anderson,Physical Therapy,NY,71046,"Chest X-ray, 2 views",M54.5,Low back pain,Inpatient Hospital,2022,118,360,149.5,93.73,75.93,80.33,0.5079,False
27DB64FC,8841992124,Lewis,Radiology,MI,99232,"Subsequent hospital care, per day",N39.0,Urinary tract infection,Inpatient Hospital,2020,75,175,200.82,125.7,115.7,111.41,0.5761,False
04AD5192,2089951707,Reese,Emergency Medicine,AZ,93306,Echocardiography with doppler,J18.9,"Pneumonia, unspecified",Emergency Dept,2023,214,678,1838.02,833.17,661.03,621.81,0.3596,False
81568EEE,7377179113,Mosley,Neurology,WI,90837,"Psychotherapy, 60 minutes",M17.11,"Primary osteoarthritis, right knee",Inpatient Hospital,2020,438,950,112.72,58.59,46.07,45.83,0.4087,False
AA971907,8409462750,Robbins,Internal Medicine,MA,99232,"Subsequent hospital care, per day",M54.5,Low back pain,Emergency Dept,2023,385,1070,255.39,99.56,85.14,82.0,0.3334,False
E2057B95,2995212070,Lee,Family Practice,CA,99213,"Office visit - established patient, low complexity",J06.9,Acute upper respiratory infection,Inpatient Hospital,2022,385,799,195.49,90.71,84.86,82.63,0.4341,False
DF322F9F,9024335807,Smith,Physical Therapy,OH,36415,Routine venipuncture,J18.9,"Pneumonia, unspecified",Emergency Dept,2023,89,112,34.83,18.32,16.2,15.18,0.4651,False
EDA80D44,0071014990,Ramos,Emergency Medicine,VA,36415,Routine venipuncture,J18.9,"Pneumonia, unspecified",Office,2023,456,1425,35.57,16.49,14.35,15.75,0.4034,False
FF66F825,2017306776,Moody,Gastroenterology,MA,27447,Total knee replacement,I10,Essential hypertension,Emergency Dept,2023,188,499,8673.25,3073.5,2548.97,2773.76,0.2939,False
A2BC002F,1799252882,Paul,Internal Medicine,VA,74177,CT abdomen and pelvis with contrast,E11.9,Type 2 diabetes mellitus,Inpatient Hospital,2023,163,431,1740.08,1023.6,886.19,878.4,0.5093,False
7B007BB5,1010413885,Kelly,Neurology,WA,70553,MRI brain with contrast,E11.9,Type 2 diabetes mellitus,Office,2020,38,64,3759.5,1698.08,1591.03,1540.59,0.4232,False
C355B16A,0456227871,Morris,Cardiology,GA,99214,"Office visit - established patient, moderate complexity",I25.10,Coronary artery disease,Outpatient Hospital,2023,44,92,310.11,139.48,110.55,100.13,0.3565,False
E8972D5E,3974529197,Estrada,Emergency Medicine,NJ,29881,Knee arthroscopy with meniscectomy,N39.0,Urinary tract infection,Inpatient Hospital,2020,290,727,6886.76,3865.51,3087.23,2937.57,0.4483,False
E0ED42D8,9991336954,Ramos,Emergency Medicine,WA,71046,"Chest X-ray, 2 views",E11.9,Type 2 diabetes mellitus,Outpatient Hospital,2021,163,449,159.84,57.17,53.1,51.47,0.3322,False
33403B34,0706039421,Mcmahon,Radiology,GA,99232,"Subsequent hospital care, per day",E11.9,Type 2 diabetes mellitus,Office,2021,437,845,277.05,155.7,143.96,152.8,0.5196,False
63AAE1CD,3426085847,Romero,Family Practice,MD,99223,Initial hospital care - high complexity,J06.9,Acute upper respiratory infection,Emergency Dept,2020,495,813,583.28,356.62,284.8,262.22,0.4883,False
8C407236,7075487883,Mccoy,Family Practice,NJ,90837,"Psychotherapy, 60 minutes",I10,Essential hypertension,Office,2021,107,264,155.08,66.12,56.37,54.25,0.3635,False
462320A1,3220394554,Bell,Radiology,WI,99214,"Office visit - established patient, moderate complexity",E11.9,Type 2 diabetes mellitus,Inpatient Hospital,2020,142,206,179.58,99.99,83.33,81.71,0.464,False
D21A622D,6386884469,Kramer,Cardiology,TN,99291,"Critical care, first 30-74 minutes",K21.0,GERD with esophagitis,Office,2022,239,801,1018.6,551.04,437.21,397.19,0.4292,False
98E51B3B,3085298217,Poole,Physical Therapy,MI,99232,"Subsequent hospital care, per day",I25.10,Coronary artery disease,Emergency Dept,2022,398,1186,226.8,128.29,108.05,109.92,0.4764,False
AD564A90,7928787940,Scott,Cardiology,OH,97110,Therapeutic exercise,M17.11,"Primary osteoarthritis, right knee",Outpatient Hospital,2023,140,312,142.31,46.83,35.83,35.13,0.2518,False
9D5C94F4,5981971835,Perry,Pulmonology,NC,45378,"Colonoscopy, diagnostic",I10,Essential hypertension,Outpatient Hospital,2022,51,64,1636.82,1062.5,937.9,916.91,0.573,False
CD29C1E6,3174267428,Washington,Pulmonology,MD,97110,Therapeutic exercise,N39.0,Urinary tract infection,Outpatient Hospital,2022,470,915,62.12,33.09,27.14,28.43,0.4369,False
632B257A,2915445681,Wilson,Internal Medicine,FL,99214,"Office visit - established patient, moderate complexity",M54.5,Low back pain,Office,2023,366,647,131.35,66.01,57.24,55.53,0.4358,False
EABAD1A8,6124234038,Massey,Psychiatry,TN,85025,Complete blood count (CBC),J06.9,Acute upper respiratory infection,Office,2020,130,277,24.24,8.49,7.34,7.02,0.3028,False
